count_point_id,year,region_id,region_name,local_authority_id,local_authority_name,road_name,road_type,start_junction_road_name,end_junction_road_name,easting,northing,latitude,longitude,link_length_km,link_length_miles,estimation_method,estimation_method_detailed,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_4_or_more_rigid_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles
58317,2007,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",283,467,7520,254,1955,304,20,5,3,1,5,338,10534
75094,2007,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Counted,"Dependent on a neighbouring counted link",1499,822,3736,1673,1312,253,24,3,12,0,0,292,7835
75095,2007,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1254,1035,5042,102,1171,181,12,4,4,0,0,201,7551
75096,2007,6,London,145,Camden,A401,major,"Shaftesbury Avenue","New Oxford St",530080,181400,51.51655543,-0.12668591,0.20,0.12,Counted,"Manual count",605,1036,9422,116,2946,395,46,3,1,1,0,446,13966
75097,2007,6,London,145,Camden,A40,major,"Bloomsbury St","Shaftesbury Ave",530100,181450,51.51700016,-0.12637939,0.10,0.06,Estimated,"Estimated from nearby links",1753,2165,15443,1705,2816,774,41,1,7,4,0,827,22956
75098,2007,6,London,145,Camden,A40,major,"High Holborn","Bloomsbury Way",530420,181550,51.51782510,-0.12173322,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",239,381,2538,11,562,51,6,2,0,0,1,60,3552
75099,2007,6,London,145,Camden,A40,major,"Southampton Place",Kingsway,530480,181520,51.51754166,-0.12088007,0.10,0.06,Estimated,"Estimated from nearby links",2477,3366,12348,248,3803,296,59,18,11,5,2,391,20156
75100,2007,6,London,145,Camden,A40,major,"Southampton Place","Southampton Row",530420,181650,51.51872377,-0.12169624,0.10,0.06,Estimated,"Estimated from nearby links",1992,2546,17981,1716,3378,825,47,3,7,4,1,887,26508
75101,2007,6,London,145,Camden,A40,major,"High Holborn","Theobalds Rd",530590,181600,51.51823520,-0.11926602,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2759,2136,16718,1554,1959,311,34,2,13,1,1,362,22729
75102,2007,6,London,145,Camden,A40,major,Kingsway,"Procter St",530550,181530,51.51761537,-0.11986810,0.10,0.06,Estimated,"Estimated from nearby links",5744,3080,20582,1515,3037,387,46,1,11,1,1,447,28661
75103,2007,6,London,145,Camden,A5202,major,"St Pancras Way","Kentish Town Rd",529000,184500,51.54466157,-0.14110752,0.10,0.06,Estimated,"Estimated from nearby links",1506,770,10499,463,3171,320,44,4,26,2,1,397,15300
75136,2007,6,London,145,Camden,A5,major,"LA Boundary","B414 Kilburn Park Road",525610,183400,51.53553996,-0.19035970,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",731,778,16926,1349,3803,680,49,26,34,32,59,880,23736
76054,2007,6,London,145,Camden,A501,major,"Tottenham Court Road","Gower Street",529360,182384,51.52556350,-0.13669569,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2083,4697,54869,1934,9220,1604,186,129,179,122,143,2363,73083
80722,2007,6,London,145,Camden,A5202,major,A501,"Royal College St",530150,183130,51.53208616,-0.12503914,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",392,84,5131,662,379,104,29,4,63,7,5,212,6468
900013,2007,6,London,145,Camden,U,minor,,,525260,185130,51.55116505,-0.19478809,,,Counted,"Manual count",12,34,865,8,104,14,0,0,0,0,0,14,1025
930344,2007,6,London,145,Camden,U,minor,,,530600,182080,51.52254645,-0.11894425,,,Counted,"Manual count",626,165,2406,0,664,101,20,0,2,0,0,123,3358
930345,2007,6,London,145,Camden,C,minor,,,528350,186190,51.55999715,-0.14985967,,,Counted,"Manual count",441,572,10212,725,1383,152,19,2,8,4,0,185,13077
930346,2007,6,London,145,Camden,U,minor,,,524690,185100,51.55102157,-0.20301537,,,Counted,"Manual count",193,258,7269,122,1190,200,14,0,14,0,0,228,9067
953170,2007,6,London,145,Camden,U,minor,,,524940,184500,51.54557415,-0.19962446,,,Counted,"Manual count",83,29,2913,10,494,27,3,0,0,0,0,30,3476
990139,2007,6,London,145,Camden,B511,minor,,,526610,184830,51.54816797,-0.17543568,,,Counted,"Manual count",171,442,14247,261,2093,341,20,1,13,0,0,375,17418
6425,2006,6,London,145,Camden,A40,major,"Procter St","Gray's Inn Rd",531000,181610,51.51823022,-0.11335663,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",7566,3614,24705,1546,4005,500,50,1,11,1,0,563,34433
7043,2006,6,London,145,Camden,A400,major,A502,"Delancey St",528950,183780,51.53820259,-0.14209170,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",3125,1946,15069,2266,4038,393,49,12,33,15,10,512,23831
7044,2006,6,London,145,Camden,A400,major,A501,"Harrington Sq",529200,183000,51.53113588,-0.13877500,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1165,1778,27267,1280,5792,641,84,28,60,12,19,844,36961
7214,2006,6,London,145,Camden,A503,major,A400,A5202,529150,184100,51.54103264,-0.13909228,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",2713,3119,22320,1231,5465,1251,98,19,84,19,8,1479,33614
7237,2006,6,London,145,Camden,A5202,major,B512,A503,529300,184000,51.54009966,-0.13696726,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",615,342,9166,166,2572,237,23,13,16,2,5,296,12542
7671,2006,6,London,145,Camden,A4200,major,A40,A501,529970,182300,51.52466869,-0.12793867,1.30,0.81,Counted,"Manual count",1225,2099,11904,1434,2903,603,56,8,54,5,1,727,19067
7717,2006,6,London,145,Camden,A5201,major,"Gray's Inn Rd","LA Boundary",531300,182040,51.52202484,-0.10887534,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1885,2028,16553,520,3173,342,28,1,23,4,6,404,22678
8381,2006,6,London,145,Camden,A5200,major,"Acton St","Swinton St",530560,182730,51.52839696,-0.11927979,0.10,0.06,Estimated,"Estimated from nearby links",954,795,11035,664,1578,164,63,6,19,2,0,254,14326
8438,2006,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Road",530620,182725,51.52833817,-0.11841721,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",254,560,5351,189,933,178,29,43,13,15,19,297,7330
8469,2006,6,London,145,Camden,A400,major,A40,A5204,529700,181590,51.51835019,-0.13208946,0.50,0.31,Counted,"Manual count",1234,2256,11548,1132,4056,584,52,17,23,5,4,685,19677
16401,2006,6,London,145,Camden,A40,major,A400,"Bloomsbury St",530000,181430,51.51684343,-0.12782715,0.30,0.19,Counted,"Manual count",3582,922,6613,3690,1166,195,18,1,13,3,0,230,12621
16434,2006,6,London,145,Camden,A41,major,"Adelaide Rd roundabout",A598,526150,185000,51.54979866,-0.18200525,2.50,1.55,Counted,"Manual count",1278,3222,42317,2208,6798,1442,141,84,126,112,118,2023,56568
17007,2006,6,London,145,Camden,A400,major,"Royal College St","LA Boundary",529000,185000,51.54915490,-0.14092437,1.40,0.87,Estimated,"Estimated using previous year's AADF on this link",2118,1426,17718,1003,3590,602,45,10,25,5,6,693,24430
17008,2006,6,London,145,Camden,A400,major,"Hampstead Rd",A4200,529200,183160,51.53257375,-0.13871635,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1267,1462,16119,1069,2916,384,40,6,35,8,10,483,22049
17169,2006,6,London,145,Camden,A501,major,A400,A4200,529600,182500,51.52655097,-0.13319548,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1190,3604,37345,2076,7755,1598,140,92,141,84,78,2133,52913
17170,2006,6,London,145,Camden,A502,major,A400/A503,"Castlehaven Road",528830,184000,51.54020703,-0.14374053,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1108,1366,8039,592,2622,211,27,7,77,2,3,327,12946
17196,2006,6,London,145,Camden,A5202,major,"Royal College St","Camden Rd",529120,184380,51.54355576,-0.13942199,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",860,359,5625,133,1533,212,30,5,12,2,0,261,7911
17637,2006,6,London,145,Camden,A4200,major,"LA Boundary",A40,530600,181300,51.51553691,-0.11923304,0.30,0.19,Counted,"Manual count",2472,3018,18174,2819,5646,592,46,16,20,0,5,679,30336
17688,2006,6,London,145,Camden,A5200,major,"Clerkenwell Rd","Acton St",530720,182400,51.52539441,-0.11709697,0.80,0.50,Counted,"Manual count",954,795,11036,664,1577,164,63,7,19,2,0,255,14327
18077,2006,6,London,145,Camden,A501,major,A5202,"Gray's Inn Rd",530276,182939,51.53034069,-0.12329425,0.10,0.06,Estimated,"Estimated from nearby links",1496,3016,32470,2004,7961,1159,134,153,159,113,79,1797,47248
18170,2006,6,London,145,Camden,A40,major,"Charing Cross Road","Shaftesbury Ave",529917,181308,51.51576614,-0.12906759,0.30,0.19,Counted,"Manual count",380,1493,5487,51,1907,206,22,6,14,4,3,255,9193
18611,2006,6,London,145,Camden,A503,major,"Camden Park Rd",A5200,529780,184952,51.54854485,-0.12969914,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",1451,1516,25746,975,3607,675,154,27,65,23,25,969,32813
27075,2006,6,London,145,Camden,A400,major,A502/A503,A502,528930,184000,51.54018422,-0.14229941,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1153,633,5833,682,1348,195,27,3,13,6,2,246,8742
27241,2006,6,London,145,Camden,A503,major,A5202,"St Pancras Way",529230,184250,51.54236234,-0.13788433,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",3030,2990,24666,862,5685,884,100,26,86,8,18,1122,35325
27264,2006,6,London,145,Camden,A5202,major,A503,"St Pancras Way",529110,184330,51.54310871,-0.13958444,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",663,393,5002,339,1567,138,17,0,14,0,1,170,7471
27733,2006,6,London,145,Camden,A4201,major,A501,"Prince Albert Road",528760,183000,51.53123630,-0.14511470,1.50,0.93,Estimated,"Estimated using previous year's AADF on this link",1028,1379,12305,476,2299,385,15,3,13,3,6,425,16884
27785,2006,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530300,181560,51.51794264,-0.12345801,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1809,1654,15421,1307,2100,953,21,6,9,0,0,989,21471
28216,2006,6,London,145,Camden,A502,major,"Chalk Farm Road",A400,528800,184300,51.54290988,-0.14406319,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1285,1307,11430,1106,2969,575,55,20,37,5,8,700,17512
28313,2006,6,London,145,Camden,A201,major,"Gray's Inn Rd","King's Cross Rd",530680,182810,51.52908815,-0.11752126,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",227,1125,9644,79,2507,593,56,16,85,23,30,803,14158
28379,2006,6,London,145,Camden,A503,major,Parkway,"Camden High St",528950,183630,51.53685459,-0.14214659,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1040,878,10811,406,1702,308,18,7,21,2,0,356,14153
28498,2006,6,London,145,Camden,A503,major,"Kentish Town Rd","Bayham St",528950,183920,51.53946072,-0.14204046,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2188,1024,8590,757,2197,267,27,8,39,4,5,350,12918
28758,2006,6,London,145,Camden,A5200,major,"LA Boundary","Camden Rd",529850,184770,51.54689320,-0.12875728,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",785,643,9352,191,2082,350,46,9,60,4,7,476,12744
37100,2006,6,London,145,Camden,A400,major,"Delancey St","Hampstead Rd",529140,183500,51.53564293,-0.13945630,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1729,2658,16964,1169,5692,843,62,7,28,5,3,948,27431
37101,2006,6,London,145,Camden,A400,major,A5204,A501,529430,182000,51.52209659,-0.13582817,0.60,0.37,Counted,"Manual count",1676,2558,22899,1229,9597,1343,85,21,41,15,8,1513,37796
37264,2006,6,London,145,Camden,A502,major,"Castlehaven Rd","LA boundary",527450,185000,51.54950680,-0.16326642,4.30,2.67,Counted,"Manual count",490,912,13111,603,2926,258,30,7,5,0,2,302,17854
37268,2006,6,London,145,Camden,A503,major,"Bayham St",A400,529000,183970,51.53989864,-0.14130160,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1946,1615,20798,1858,4453,670,58,23,62,9,6,828,29552
37773,2006,6,London,145,Camden,A4200,major,A40,A40,530500,181600,51.51825598,-0.12056240,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",4150,3502,21610,2077,4468,613,41,6,19,4,5,688,32345
37824,2006,6,London,145,Camden,A5200,major,"A5200 Leighton Rd",A400,529500,185450,51.55308445,-0.13355184,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",1083,769,12420,293,2414,335,28,3,30,4,7,407,16303
37825,2006,6,London,145,Camden,A5200,major,"Swinton St","Euston Rd",530470,182900,51.52994546,-0.12051354,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",907,1960,20343,969,4301,779,76,78,95,58,25,1111,28684
37827,2006,6,London,145,Camden,A401,major,"Procter St","Gray's Inn Rd",530700,181850,51.52045642,-0.11758894,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",7141,4757,17972,1335,3885,609,30,8,28,2,0,677,28626
38368,2006,6,London,145,Camden,A4200,major,A400,"Hampstead Rd",529249,183314,51.53394649,-0.13795385,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",772,655,6427,612,1617,242,13,6,8,2,2,273,9584
38555,2006,6,London,145,Camden,A4201,major,"Prince Albert Rd","Delancey St",528650,183580,51.53647364,-0.14648792,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2956,1442,17194,623,2704,453,34,15,55,4,4,565,22528
38592,2006,6,London,145,Camden,A401,major,"Clerkenwell Rd","LA Boundary",531100,182130,51.52288004,-0.11172294,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",4647,1441,4895,1424,1642,250,24,1,2,0,0,277,9679
38595,2006,6,London,145,Camden,A5204,major,"LA Boundary",A400,529496,181746,51.51979887,-0.13497067,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1764,1572,4893,8,1638,239,11,2,4,0,0,256,8367
47081,2006,6,London,145,Camden,A400,major,A503,A502,529060,184100,51.54105320,-0.14038931,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",1032,1320,14902,1710,2887,563,39,7,38,3,8,658,21477
47245,2006,6,London,145,Camden,A501,major,A4201,A400,529004,182226,51.52422496,-0.14188225,0.40,0.25,Counted,"Manual count",1897,5326,48676,1873,13286,1512,201,140,236,110,87,2286,71447
47249,2006,6,London,145,Camden,A503,major,"St Pancras Way","Camden Park Rd",529500,184600,51.54544583,-0.13386445,0.70,0.43,Counted,"Manual count",1562,2085,22222,1040,5805,712,101,5,111,47,19,995,32147
47269,2006,6,London,145,Camden,A5202,major,"Camden Rd","Royal College St",529390,184000,51.54007906,-0.13567025,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",711,823,8219,84,2221,462,65,5,166,4,28,730,12077
47727,2006,6,London,145,Camden,A4201,major,"Delancey St",A400/A502/A503,528800,183800,51.53841654,-0.14424598,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1806,1648,13162,319,3165,425,31,7,14,1,0,478,18772
47784,2006,6,London,145,Camden,A5200,major,A503,"A5200 Camden Park Rd",530000,184700,51.54622964,-0.12662113,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",262,421,10744,267,2541,227,29,1,48,7,9,321,14294
47785,2006,6,London,145,Camden,A5200,major,A40,"Theobalds RD",531070,181800,51.51992144,-0.11227774,0.40,0.25,Counted,"Manual count",990,952,8686,885,1937,252,43,2,42,3,2,344,12804
48159,2006,6,London,145,Camden,A400,major,A501,"New Oxford St",530000,181561,51.51802068,-0.12777887,1.20,0.75,Counted,"Manual count",534,925,14944,1178,4218,410,39,1,31,1,0,482,21747
48352,2006,6,London,145,Camden,A400,major,A4200,A503,529350,183600,51.53649356,-0.13639354,0.90,0.56,Estimated,"Estimated using previous year's AADF on this link",3958,1626,10976,197,2526,382,31,10,33,3,3,462,15787
48537,2006,6,London,145,Camden,A41,major,"LA Boundary","Adelaide Rd roundabout",526639,184005,51.54074733,-0.17531429,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",643,2125,23489,1278,3762,793,54,29,74,14,24,988,31642
56124,2006,6,London,145,Camden,A5,major,A4003,"LA Boundary",525120,184020,51.54122058,-0.19720054,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",739,760,17131,1370,3719,745,53,31,32,35,59,955,23935
56751,2006,6,London,145,Camden,A400,major,"Harrington Sq","Camden High St",529160,183270,51.53357142,-0.13925240,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",827,816,10380,877,2311,445,34,6,22,7,21,535,14919
56815,2006,6,London,145,Camden,A501,major,A4200,A5202,530000,182765,51.52884057,-0.12733503,0.60,0.37,Counted,"Manual count",1496,3017,32470,2005,7961,1159,133,152,159,113,79,1795,47248
56990,2006,6,London,145,Camden,A4200,major,A501,A400,529470,183000,51.53107409,-0.13488475,0.80,0.50,Estimated,"Estimated using previous year's AADF on this link",1040,856,8512,649,2340,240,14,4,6,1,2,267,12624
57080,2006,6,London,145,Camden,A400,major,A502,"Royal College St",528960,184400,51.54377204,-0.14172064,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",2526,1652,9056,1428,2337,452,29,5,16,2,2,506,14979
57538,2006,6,London,145,Camden,A40,major,"Shaftesbury Ave","Southampton Place",530289,181427,51.51674995,-0.12366557,0.40,0.25,Estimated,"Estimated using previous year's AADF on this link",1641,2233,17013,198,2608,325,33,4,19,0,1,382,22434
57690,2006,6,London,145,Camden,A401,major,A40/A4200,"Procter St",530500,181700,51.51915464,-0.12052540,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",3938,4209,15088,1521,4349,345,41,1,8,1,0,396,25563
57828,2006,6,London,145,Camden,A401,major,A400,"High Holborn",530000,181140,51.51423731,-0.12793400,0.30,0.19,Counted,"Manual count",2963,4463,12055,343,5242,518,54,15,13,2,0,602,22705
58157,2006,6,London,145,Camden,A503,major,"Camden High St","Camden Rd",529040,183800,51.53836177,-0.14078742,0.30,0.19,Estimated,"Estimated using previous year's AADF on this link",748,945,11944,1659,2558,263,44,9,10,5,5,336,17442
58196,2006,6,London,145,Camden,A5205,major,"LA Boundary",Parkway,528470,183640,51.53705379,-0.14905987,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",506,443,15455,187,2169,339,28,9,17,6,6,405,18659
58317,2006,6,London,145,Camden,A5200,major,"Camden Rd","LA Boundary",529630,185000,51.54901066,-0.13184354,0.50,0.31,Estimated,"Estimated using previous year's AADF on this link",286,456,7611,258,1911,332,22,6,3,1,5,369,10605
75094,2006,6,London,145,Camden,A400,major,"Andrew Borde St","Oxford St",529830,181340,51.51607369,-0.13030891,0.10,0.06,Estimated,"Estimated using previous year's AADF on this link",2477,1275,5312,2292,1685,222,29,3,2,1,0,257,10821
75095,2006,6,London,145,Camden,A401,major,"High Holborn","Bloomsbury Way",530110,181400,51.51654853,-0.12625380,0.20,0.12,Estimated,"Estimated using previous year's AADF on this link",1268,1010,5103,104,1144,198,13,5,4,0,0,220,7581
